Date,Open,High,Low,Close,Adj Close,Volume
11/1/2016,5199.77002,5201.129883,5112.319824,5153.580078,5153.580078,1878650000
11/2/2016,5147.279785,5156.700195,5097.560059,5105.569824,5105.569824,2105870000
11/3/2016,5104.700195,5115.060059,5053.52002,5058.410156,5058.410156,2107720000
11/4/2016,5034.410156,5087.509766,5034.410156,5046.370117,5046.370117,2015130000
11/7/2016,5128.990234,5169.410156,5122.77002,5166.169922,5166.169922,1914310000
11/8/2016,5154.990234,5214.169922,5145.299805,5193.490234,5193.490234,1736100000
11/9/2016,5143.859863,5258.990234,5143.859863,5251.069824,5251.069824,2824560000
11/10/2016,5283.47998,5302.680176,5145.319824,5208.799805,5208.799805,2984360000
11/11/2016,5191.819824,5241.080078,5179.640137,5237.109863,5237.109863,2285050000
11/14/2016,5246.330078,5247.169922,5192.049805,5218.399902,5218.399902,2369190000
11/15/2016,5241.350098,5287.060059,5236.25,5275.620117,5275.620117,2156500000
11/16/2016,5253.740234,5299.629883,5251.879883,5294.580078,5294.580078,2057140000
11/17/2016,5295.069824,5334.049805,5288.160156,5333.970215,5333.970215,2081760000
11/18/2016,5340.970215,5346.799805,5315.529785,5321.509766,5321.509766,1858610000
11/21/2016,5336.779785,5369.830078,5334.160156,5368.859863,5368.859863,1745320000
11/22/2016,5384.75,5392.259766,5365.600098,5386.350098,5386.350098,1886800000
11/23/2016,5366.549805,5380.680176,5350.680176,5380.680176,5380.680176,1616740000
11/25/2016,5388.490234,5398.919922,5379.279785,5398.919922,5398.919922,768070000
11/28/2016,5387.919922,5396.27002,5364.910156,5368.810059,5368.810059,1625620000
11/29/2016,5370.97998,5403.859863,5360.560059,5379.919922,5379.919922,1788790000
11/30/2016,5391.350098,5393.149902,5323.680176,5323.680176,5323.680176,2064430000
12/1/2016,5323.879883,5326.339844,5238.209961,5251.109863,5251.109863,2264960000
12/2/2016,5249.02002,5274.540039,5239.27002,5255.649902,5255.649902,1848930000
12/5/2016,5283.580078,5321.089844,5269.569824,5308.890137,5308.890137,1798160000
12/6/2016,5317.740234,5333.990234,5299.939941,5333,5333,1974850000
12/7/2016,5322.669922,5397.930176,5307.310059,5393.759766,5393.759766,2122590000
12/8/2016,5394.149902,5425.52002,5389.100098,5417.359863,5417.359863,2231070000
12/9/2016,5436.109863,5450.160156,5427.120117,5444.5,5444.5,2038700000
12/12/2016,5428.220215,5434.899902,5394.419922,5412.540039,5412.540039,1927560000
12/13/2016,5433.569824,5486.75,5430.720215,5463.830078,5463.830078,2085710000
12/14/2016,5465.689941,5476.25,5425.72998,5436.669922,5436.669922,1974150000
12/15/2016,5443.509766,5485.120117,5439.390137,5456.850098,5456.850098,2095910000
12/16/2016,5467.819824,5474.580078,5426.009766,5437.160156,5437.160156,3257750000
12/19/2016,5441.200195,5483.419922,5436.540039,5457.439941,5457.439941,1685800000
12/20/2016,5473.529785,5489.470215,5471.709961,5483.939941,5483.939941,1678040000
12/21/2016,5482.629883,5486.259766,5465.310059,5471.430176,5471.430176,1493900000
12/22/2016,5472.009766,5472.009766,5432.77002,5447.419922,5447.419922,1582600000
12/23/2016,5441.759766,5462.689941,5441.759766,5462.689941,5462.689941,1144280000
12/27/2016,5470.759766,5512.370117,5469.609863,5487.439941,5487.439941,1216870000
12/28/2016,5497.439941,5498.910156,5434.700195,5438.560059,5438.560059,1322130000
12/29/2016,5437.509766,5450.629883,5415.180176,5432.089844,5432.089844,1264480000
12/30/2016,5440.169922,5441.899902,5371.890137,5383.120117,5383.120117,1550820000
1/3/2017,5425.620117,5452.569824,5397.990234,5429.080078,5429.080078,1886200000
1/4/2017,5440.910156,5482.350098,5440.240234,5477,5477,1883360000
1/5/2017,5474.390137,5495.850098,5464.359863,5487.939941,5487.939941,1792610000
1/6/2017,5499.080078,5536.52002,5482.810059,5521.060059,5521.060059,1710770000
1/9/2017,5527.580078,5541.080078,5517.140137,5531.819824,5531.819824,1885500000
1/10/2017,5536.540039,5564.25,5528.109863,5551.819824,5551.819824,1796500000
1/11/2017,5550.720215,5564.080078,5524.029785,5563.649902,5563.649902,1954720000
1/12/2017,5542.560059,5550.669922,5496.819824,5547.490234,5547.490234,1801750000
1/13/2017,5557.569824,5584.259766,5557.200195,5574.120117,5574.120117,1605110000
1/17/2017,5555.160156,5557.049805,5527.220215,5538.72998,5538.72998,1757030000
1/18/2017,5546.939941,5555.97998,5534.77002,5555.649902,5555.649902,1683320000
1/19/2017,5560.609863,5571.529785,5528.370117,5540.080078,5540.080078,1805710000
1/20/2017,5556.870117,5574.350098,5542.22998,5555.330078,5555.330078,1740320000
1/23/2017,5546.640137,5564.140137,5522.689941,5552.939941,5552.939941,1650290000
1/24/2017,5568.27002,5606.529785,5558.490234,5600.959961,5600.959961,1805370000
1/25/2017,5635.859863,5658.589844,5634.330078,5656.339844,5656.339844,1959950000
1/26/2017,5666.279785,5669.609863,5647.649902,5655.180176,5655.180176,1827490000
1/27/2017,5664.879883,5667.450195,5643.899902,5660.779785,5660.779785,1663400000
1/30/2017,5635.859863,5636.089844,5578.759766,5613.709961,5613.709961,1777090000
1/31/2017,5592.870117,5615.149902,5576.089844,5614.790039,5614.790039,2041480000
2/1/2017,5654.509766,5662.109863,5621.029785,5642.649902,5642.649902,2223560000
2/2/2017,5627.149902,5656.009766,5616.399902,5636.200195,5636.200195,2073980000
2/3/2017,5650.72998,5666.839844,5647.580078,5666.77002,5666.77002,1786860000
2/6/2017,5656.950195,5668.200195,5650.259766,5663.549805,5663.549805,1732280000
2/7/2017,5674.859863,5689.600098,5664.819824,5674.220215,5674.220215,1919100000
2/8/2017,5662.950195,5686.959961,5649.390137,5682.450195,5682.450195,1945060000
2/9/2017,5688.02002,5722.709961,5685.149902,5715.180176,5715.180176,1943840000
2/10/2017,5726.169922,5743.430176,5717.419922,5734.129883,5734.129883,1852010000
2/13/2017,5753.189941,5770.990234,5751.919922,5763.959961,5763.959961,1840010000
2/14/2017,5756.509766,5783.089844,5748.740234,5782.569824,5782.569824,1945160000
2/15/2017,5777.899902,5821.950195,5776.700195,5819.439941,5819.439941,2083660000
2/16/2017,5823.009766,5835.149902,5796.709961,5814.899902,5814.899902,1943600000
2/17/2017,5807.310059,5838.580078,5800.799805,5838.580078,5838.580078,1875580000
2/21/2017,5850.200195,5867.890137,5847.5,5865.950195,5865.950195,1935110000
2/22/2017,5857.560059,5864.419922,5848.279785,5860.629883,5860.629883,1872330000
2/23/2017,5866.819824,5866.959961,5809.549805,5835.509766,5835.509766,1879670000
2/24/2017,5802.330078,5845.310059,5800.549805,5845.310059,5845.310059,1683280000
2/27/2017,5835.040039,5861.899902,5827,5861.899902,5861.899902,1876090000
2/28/2017,5852.790039,5855.069824,5817.220215,5825.439941,5825.439941,2298380000
3/1/2017,5874.859863,5911.790039,5865.790039,5904.029785,5904.029785,2210360000
3/2/2017,5897.009766,5897.009766,5856.299805,5861.220215,5861.220215,2040770000
3/3/2017,5854.27002,5870.75,5841.470215,5870.75,5870.75,1852130000
3/6/2017,5846.419922,5857.740234,5827.459961,5849.180176,5849.180176,1767840000
3/7/2017,5836.120117,5859.77002,5826.319824,5833.930176,5833.930176,1822000000
3/8/2017,5838.439941,5860.629883,5832.629883,5837.549805,5837.549805,1810480000
3/9/2017,5834.669922,5852.540039,5812.080078,5838.810059,5838.810059,1883930000
3/10/2017,5867.160156,5872.600098,5835.439941,5861.72998,5861.72998,1982150000
3/13/2017,5863.47998,5877.430176,5860.830078,5875.779785,5875.779785,1799340000
3/14/2017,5860.069824,5860.5,5831.879883,5856.819824,5856.819824,1663170000
3/15/2017,5869.97998,5911.200195,5858.160156,5900.049805,5900.049805,1952690000
3/16/2017,5907.859863,5911.47998,5887.240234,5900.759766,5900.759766,1766980000
3/17/2017,5898.580078,5912.609863,5890.419922,5901,5901,3184130000
3/20/2017,5898.810059,5915.120117,5888.120117,5901.529785,5901.529785,1730550000
3/21/2017,5923.419922,5928.060059,5790.72998,5793.830078,5793.830078,2192090000
3/22/2017,5790.589844,5825.669922,5781.799805,5821.640137,5821.640137,1857680000
3/23/2017,5812.310059,5842.819824,5806.97998,5817.689941,5817.689941,1742640000
3/24/2017,5839.330078,5858.950195,5807.830078,5828.740234,5828.740234,1841920000
3/27/2017,5776.330078,5849.200195,5769.390137,5840.370117,5840.370117,1670760000
3/28/2017,5836.5,5888.700195,5828.859863,5875.140137,5875.140137,1820860000
3/29/2017,5875.350098,5900.870117,5870.930176,5897.549805,5897.549805,1718680000
3/30/2017,5896.149902,5916.77002,5894,5914.339844,5914.339844,1723770000
3/31/2017,5905.629883,5927.810059,5901.77002,5911.740234,5911.740234,1902800000
4/3/2017,5917.319824,5928.930176,5867.72998,5894.680176,5894.680176,1854200000
4/4/2017,5878.759766,5901.390137,5878.759766,5898.609863,5898.609863,1790840000
4/5/2017,5911.919922,5936.390137,5856.259766,5864.47998,5864.47998,2204490000
4/6/2017,5870.52002,5889.580078,5856.220215,5878.950195,5878.950195,1845800000
4/7/2017,5873.939941,5892.069824,5855.509766,5877.810059,5877.810059,1692150000
4/10/2017,5883.430176,5907.850098,5865.560059,5880.930176,5880.930176,1630070000
4/11/2017,5871.160156,5878.939941,5819.290039,5866.77002,5866.77002,1821650000
4/12/2017,5863.589844,5868.089844,5830.439941,5836.160156,5836.160156,1658960000
4/13/2017,5828.370117,5856.540039,5805.149902,5805.149902,5805.149902,1581870000
4/17/2017,5821.549805,5856.790039,5818.200195,5856.790039,5856.790039,1381290000
4/18/2017,5838.589844,5860.040039,5828.569824,5849.470215,5849.470215,1608870000
4/19/2017,5874.430176,5894.680176,5856.339844,5863.029785,5863.029785,1752620000
4/20/2017,5887.870117,5926.22998,5880.200195,5916.779785,5916.779785,1749110000
4/21/2017,5919.02002,5919.22998,5899.430176,5910.52002,5910.52002,1723210000
4/24/2017,5979.959961,5989.919922,5970.25,5983.819824,5983.819824,1836570000
4/25/2017,6004.160156,6036.02002,6002.649902,6025.490234,6025.490234,1895430000
4/26/2017,6028.120117,6040.890137,6021.720215,6025.22998,6025.22998,1894210000
4/27/2017,6038.470215,6050.700195,6031.589844,6048.939941,6048.939941,1876700000
4/28/2017,6072.870117,6074.040039,6040.709961,6047.609863,6047.609863,1995160000
5/1/2017,6067.560059,6100.72998,6061.350098,6091.600098,6091.600098,1757000000
5/2/2017,6102.509766,6102.720215,6081.560059,6095.370117,6095.370117,2146730000
5/3/2017,6075.040039,6076.959961,6053.279785,6072.549805,6072.549805,2149360000
5/4/2017,6075.060059,6080.819824,6054.330078,6075.339844,6075.339844,2056270000
5/5/2017,6091.689941,6100.759766,6067.160156,6100.759766,6100.759766,1899570000
5/8/2017,6100.660156,6106.120117,6083.060059,6102.660156,6102.660156,1909710000
5/9/2017,6111.819824,6133,6107.589844,6120.589844,6120.589844,1997490000
5/10/2017,6121.640137,6131.640137,6103.870117,6129.140137,6129.140137,2108000000
5/11/2017,6110.049805,6120.200195,6075.680176,6115.959961,6115.959961,1950910000
5/12/2017,6119.27002,6122.839844,6105.419922,6121.22998,6121.22998,1740960000
5/15/2017,6128.109863,6153.040039,6124.790039,6149.669922,6149.669922,1850790000
5/16/2017,6160.52002,6170.160156,6139.100098,6169.870117,6169.870117,1999330000
5/17/2017,6108.620117,6122.870117,6009.47998,6011.240234,6011.240234,2347480000
5/18/2017,5998.459961,6073.450195,5996.810059,6055.129883,6055.129883,2131520000
5/19/2017,6070.22998,6106.549805,6070.22998,6083.700195,6083.700195,1905520000
5/22/2017,6098.25,6135.919922,6097.240234,6133.620117,6133.620117,1726230000
5/23/2017,6149.549805,6150.910156,6121.790039,6138.709961,6138.709961,1705860000
5/24/2017,6154.180176,6166.089844,6139.330078,6163.02002,6163.02002,1666050000
5/25/2017,6183.02002,6217.339844,6174.52002,6205.259766,6205.259766,1767690000
5/26/2017,6207.040039,6211.52002,6196.660156,6210.189941,6210.189941,1571040000
5/30/2017,6204.180176,6217.129883,6200.410156,6203.189941,6203.189941,1688480000
5/31/2017,6221.629883,6221.990234,6164.069824,6198.52002,6198.52002,2209400000
6/1/2017,6215.910156,6247.069824,6200.450195,6246.830078,6246.830078,1943610000
6/2/2017,6261.589844,6308.759766,6253.77002,6305.799805,6305.799805,1820000000
6/5/2017,6305.470215,6310.620117,6292.149902,6295.680176,6295.680176,1739820000
6/6/2017,6281.879883,6304.209961,6269.870117,6275.060059,6275.060059,1889690000
6/7/2017,6290.439941,6302.779785,6267.180176,6297.379883,6297.379883,1822270000
6/8/2017,6311.72998,6324.060059,6282.930176,6321.759766,6321.759766,2128780000
6/9/2017,6330.25,6341.700195,6137.680176,6207.919922,6207.919922,3152050000
6/12/2017,6153.560059,6183.810059,6110.669922,6175.459961,6175.459961,2586540000
6/13/2017,6206.120117,6226.410156,6180.040039,6220.370117,6220.370117,2062110000
6/14/2017,6237.459961,6237.529785,6153.549805,6194.890137,6194.890137,1940440000
6/15/2017,6127.049805,6170.149902,6107.850098,6165.5,6165.5,1858130000
6/16/2017,6154.279785,6161.560059,6125.5,6151.759766,6151.759766,3120640000
6/19/2017,6196.850098,6243.310059,6194,6239.009766,6239.009766,1976970000
6/20/2017,6229.620117,6234.009766,6186.939941,6188.029785,6188.029785,2570130000
6/21/2017,6202.75,6236.660156,6200.859863,6233.950195,6233.950195,2401440000
6/22/2017,6239.149902,6257.680176,6221.959961,6236.689941,6236.689941,2170250000
6/23/2017,6234.350098,6269.370117,6218.779785,6265.25,6265.25,2704600000
6/26/2017,6292.72998,6303.450195,6233.430176,6247.149902,6247.149902,2150630000
6/27/2017,6227.899902,6234.319824,6146.620117,6146.620117,6146.620117,2181830000
6/28/2017,6173.100098,6238.290039,6144.799805,6234.410156,6234.410156,2069400000
6/29/2017,6215.490234,6216.600098,6087.810059,6144.350098,6144.350098,2402250000
6/30/2017,6166.839844,6170.629883,6129.040039,6140.419922,6140.419922,1998330000
7/3/2017,6173.290039,6177.359863,6106.120117,6110.060059,6110.060059,1099560000
7/5/2017,6122.060059,6163.620117,6100.419922,6150.859863,6150.859863,1872130000
7/6/2017,6109.600098,6127.97998,6081.959961,6089.459961,6089.459961,1990590000
7/7/2017,6111.209961,6164.939941,6111.209961,6153.080078,6153.080078,1700630000
7/10/2017,6156.029785,6191.27002,6141.830078,6176.390137,6176.390137,1675470000
7/11/2017,6171.25,6200.580078,6149.870117,6193.299805,6193.299805,1808110000
