Date,price,Volume,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,FFT 3,FFT 6,FFT 9,ARIMA
2016-11-01,2111.719971,4532160000,2111.719971,2111.719971,2111.719971,2111.719971,0.0,40.90183759364954,2193.523646187299,2029.9162958127008,2111.719971,2110.719971,2615.7224,2584.3904,2564.2063,2111.719971
2016-11-02,2097.939941,4248580000,2097.939941,2097.939941,2104.5649554230768,2104.2557880833333,-0.30916733974345334,40.90183759364954,2179.7436161872993,2016.136265812701,2101.3849484999996,2096.939941,2610.4692,2573.1755,2546.7517,2097.939941
2016-11-03,2088.659912,3886740000,2088.659912,2088.659912,2098.850427746673,2098.1687140461895,-0.6817137004836695,40.90183759364954,2170.4635871872993,2006.856236812701,2092.5753078461535,2087.659912,2605.2153,2561.985,2529.3977,2088.659912
2016-11-04,2085.179932,3837860000,2085.179932,2085.179932,2095.02875453082,2094.068663161782,-0.9600913690383095,40.90183759364954,2166.983607187299,2003.3762568127008,2087.58342915,2084.179932,2599.9626,2550.8303,2512.1785,2085.179932
2016-11-07,2131.52002,3736060000,2131.52002,2131.52002,2103.4912295049576,2104.2440629644507,0.7528334594931039,40.90183759364954,2213.323695187299,2049.7163448127008,2116.995527157025,2130.52002,2594.7124,2539.7214,2495.1277,2131.52002
2016-11-08,2139.560059,3916930000,2139.560059,2139.560059,2110.7155283781503,2112.827707968736,2.1121795905855834,40.90183759364954,2221.363734187299,2057.7563838127007,2132.059211876374,2138.560059,2589.466,2528.669,2478.279,2139.560059
2016-11-09,2163.26001,6264150000,2116.8342635714284,2163.26001,2120.060292051224,2124.081499717852,4.021207666627561,40.90183759364954,2245.063685187299,2081.456334812701,2152.8692592982616,2162.26001,2584.2258,2517.6836,2461.6655,2163.26001
2016-11-10,2167.47998,6451640000,2124.799979142857,2167.47998,2127.7007787602474,2133.1380936473533,5.437314887105913,40.90183759364954,2249.2836551872992,2085.676304812701,2162.611224595427,2166.47998,2578.9924,2506.7754,2445.319,2167.47998
2016-11-11,2164.449951,4988050000,2134.3014091428568,2164.449951,2133.147812838443,2139.3326935138343,6.184880675391469,40.90183759364954,2246.2536261872992,2082.646275812701,2163.8371044796263,2163.449951,2573.768,2495.955,2429.2712,2164.449951
2016-11-14,2164.199951,5367200000,2145.092843285714,2164.199951,2137.432705683969,2144.0450291429424,6.612323458973606,40.90183759364954,2246.0036261872992,2082.396275812701,2164.0790062565034,2163.199951,2568.554,2485.2322,2413.5522,2164.199951
2016-11-15,2180.389893,4543860000,2158.694266285714,2180.389893,2143.0042664877146,2150.6952628922195,7.690996404504858,40.90183759364954,2262.193568187299,2098.586217812701,2174.9529921361363,2179.389893,2563.3518,2474.6174,2398.1924,2180.389893
2016-11-16,2176.939941,3830590000,2165.1828264285714,2176.939941,2147.1737988060027,2155.3614805021903,8.18768169618761,40.90183759364954,2258.7436161872993,2095.136265812701,2176.27762720458,2175.939941,2558.1633,2464.12,2383.2192,2176.939941
2016-11-17,2187.1201170000004,3809160000,2171.977120428571,2187.1201170000004,2151.85350277717,2160.875986292392,9.02248351522212,40.90183759364954,2268.9237921872996,2105.316441812701,2183.5059582686536,2186.1201170000004,2552.9895,2453.7505,2368.6606,2187.1201170000004
2016-11-18,2181.899902,3572400000,2174.639962142857,2181.899902,2155.228070985076,2164.455687881442,9.227616896365817,40.90183759364954,2263.7035771872993,2100.096226812701,2182.4352538656935,2180.899902,2547.8323,2443.5176,2354.5425,2181.899902
2016-11-21,2198.179932,3607010000,2179.0256695714284,2198.179932,2159.874410222603,2170.105076110212,10.23066588760912,40.90183759364954,2279.983607187299,2116.376256812701,2192.931706686747,2197.179932,2542.693,2433.4312,2340.8894,2198.179932
2016-11-22,2202.939941,3957940000,2184.5242395714286,2202.939941,2164.379418516809,2175.531296421544,11.151877904735102,40.90183759364954,2284.7436161872993,2121.136265812701,2199.60386305058,2201.939941,2537.5735,2423.5002,2327.7244,2202.939941
2016-11-23,2204.719971,3418640000,2190.312813857143,2204.719971,2168.47433688262,2180.300529828019,11.82619294539927,40.90183759364954,2286.523646187299,2122.916295812701,2203.014601709938,2203.719971,2532.475,2413.7334,2315.0693,2204.719971
2016-11-25,2213.350098,1584600000,2195.0214145714285,2213.350098,2172.907982962758,2185.6495396246064,12.741556661848335,40.90183759364954,2295.153773187299,2131.5464228127007,2209.904932587764,2212.350098,2527.399,2404.1396,2302.9443,2213.350098
2016-11-28,2201.719971,3505650000,2198.5614188571426,2201.719971,2175.6858755158983,2188.2298608104124,12.543985294514187,40.90183759364954,2283.523646187299,2119.916295812701,2204.4482915245594,2200.719971,2522.3472,2394.7273,2291.3677,2201.719971
2016-11-29,2204.659912,3706560000,2201.0671038571427,2204.659912,2178.4183473811095,2190.8503217644775,12.431974383368015,40.90183759364954,2286.4635871872993,2122.856236812701,2204.5893718415605,2203.659912,2517.3206,2385.5046,2280.3562,2204.659912
