Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,1191.770020,1194.479980,1170.869995,1177.939941,1177.939941,45321600
2016-11-02,1177.770020,1177.770020,1161.849976,1162.520020,1162.520020,42485800
2016-11-03,1164.469971,1168.130005,1156.079956,1156.890015,1156.890015,38867400
2016-11-04,1157.189941,1174.780029,1156.920044,1163.439941,1163.439941,38378600
2016-11-07,1164.569946,1193.390015,1164.569946,1192.250000,1192.250000,37360600
2016-11-08,1192.040039,1200.219971,1184.849976,1195.140015,1195.140015,39169300
2016-11-09,1194.339966,1233.660034,1188.430054,1232.160034,1232.160034,62641500
2016-11-10,1235.859985,1258.479980,1234.020020,1251.609985,1251.609985,64516400
2016-11-11,1251.520020,1282.819946,1250.829956,1282.380005,1282.380005,49880500
2016-11-14,1283.030029,1306.560059,1283.030029,1298.599976,1298.599976,53672000
2016-11-15,1298.520020,1304.380005,1290.449951,1302.140015,1302.140015,45438600
2016-11-16,1300.689941,1304.979980,1296.109985,1302.199951,1302.199951,38305900
2016-11-17,1302.859985,1313.060059,1302.859985,1309.479980,1309.479980,38091600
2016-11-18,1309.739990,1316.219971,1308.439941,1315.640015,1315.640015,35724000
2016-11-21,1317.410034,1323.719971,1313.670044,1322.229980,1322.229980,36070100
2016-11-22,1322.459961,1334.829956,1322.459961,1334.339966,1334.339966,39579400
2016-11-23,1333.760010,1342.349976,1326.949951,1342.089966,1342.089966,34186400
2016-11-25,1342.199951,1347.199951,1340.660034,1347.199951,1347.199951,15846000
2016-11-28,1346.880005,1346.880005,1328.579956,1329.829956,1329.829956,35056500
2016-11-29,1329.910034,1335.439941,1327.020020,1328.219971,1328.219971,37065600
2016-11-30,1329.760010,1337.329956,1320.949951,1322.339966,1322.339966,55339800
2016-12-01,1322.760010,1331.729980,1308.849976,1313.800049,1313.800049,50637400
2016-12-02,1313.579956,1319.349976,1311.520020,1314.250000,1314.250000,37795000
2016-12-05,1314.979980,1338.229980,1314.979980,1337.790039,1337.790039,38952300
2016-12-06,1338.050049,1353.569946,1334.300049,1352.670044,1352.670044,38553200
2016-12-07,1352.099976,1366.609985,1347.839966,1364.510010,1364.510010,45018200
2016-12-08,1364.430054,1386.449951,1363.699951,1386.369995,1386.369995,42005800
2016-12-09,1386.660034,1392.709961,1383.239990,1388.069946,1388.069946,38844800
2016-12-12,1387.780029,1388.530029,1370.790039,1373.140015,1373.140015,40345100
2016-12-13,1373.339966,1382.439941,1367.920044,1373.530029,1373.530029,38575900
2016-12-14,1372.079956,1374.540039,1354.069946,1356.020020,1356.020020,44069700
2016-12-15,1356.439941,1374.819946,1354.469971,1366.410034,1366.410034,41682000
2016-12-16,1366.930054,1379.030029,1362.069946,1364.189941,1364.189941,59203400
2016-12-19,1364.780029,1375.589966,1364.780029,1371.680054,1371.680054,32483700
2016-12-20,1372.069946,1385.060059,1372.069946,1383.959961,1383.959961,32987800
2016-12-21,1383.630005,1384.359985,1375.189941,1375.189941,1375.189941,28522300
